Entity1;Entity2;ClickstreamEnt1Ent2;PopularityEnt1;PopularityEnt2;PopularityDiff;PopularitySum;CosineSimilarityEnt1Ent2;DBpediaSimilarityEnt1Ent2;DBpediaRelatednessEnt1Ent2;PalmaInterestingnessEnt1Ent2
'The_Suicide_of_Saul'; 'Alexander_the_Great';13;311.0;113391.33;113080.33;113702.33;0.24;0.17;0.62;8.38
'Pericles'; 'Alexander_the_Great';48;43939.1;113391.33;69452.23;157330.43;0.36;0.52;0.34;0.0
'Scythians'; 'Alexander_the_Great';18;33211.68;113391.33;80179.65;146603.01;0.34;0.11;0.3;5.55
'Albania'; 'Alexander_the_Great';17;183933.63;113391.33;70542.3;297324.96;0.41;0.14;0.58;9.81
'Sacred_Band_of_Thebes'; 'Alexander_the_Great';33;5844.0;113391.33;107547.33;119235.33;0.47;0.11;0.34;2.85
'Macedonian_phalanx'; 'Alexander_the_Great';57;2125.0;113391.33;111266.33;115516.33;0.43;0.11;0.32;2.35
'Angelina_Jolie'; 'Alexander_the_Great';12;130267.33;113391.33;16876.0;243658.66;0.26;0.3;0.59;11.14
'Ancient_Corinth'; 'Alexander_the_Great';12;6254.67;113391.33;107136.66;119646.0;0.41;0.12;0.33;4.68
'Arno_Breker'; 'Alexander_the_Great';205;2058.0;113391.33;111333.33;115449.33;0.21;0.3;0.69;4.56
'Bangladesh'; 'Alexander_the_Great';26;291071.05;113391.33;177679.72;404462.38;0.4;0.15;0.76;10.74
'1_Maccabees'; 'Alexander_the_Great';12;3171.33;113391.33;110220.0;116562.66;0.34;0.15;0.42;6.8
'Ancient_Egypt'; 'Alexander_the_Great';834;47790.33;113391.33;65601.0;161181.66;0.53;0.14;0.3;0.76
'Perceforest'; 'Alexander_the_Great';10;667.89;113391.33;112723.44;114059.22;0.25;0.15;0.49;8.87
'Macedonia_(Greece)'; 'Alexander_the_Great';156;12521.74;113391.33;100869.59;125913.07;0.43;0.16;0.35;2.14
'Gallipoli'; 'Alexander_the_Great';18;20028.7;113391.33;93362.63;133420.03;0.42;0.14;0.47;6.57
'Megasthenes'; 'Alexander_the_Great';14;5913.68;113391.33;107477.65;119305.01;0.23;0.45;0.35;2.54
'Cynane'; 'Alexander_the_Great';23;745.26;113391.33;112646.07;114136.59;0.31;0.43;0.29;0.32
'Barsine'; 'Alexander_the_Great';61;791.91;113391.33;112599.42;114183.24;0.4;0.35;0.37;1.06
'Antigonus_I_Monophthalmus'; 'Alexander_the_Great';93;2755.67;113391.33;110635.66;116147.0;0.37;0.71;0.23;2.41
'Amu_Darya'; 'Alexander_the_Great';15;3688.67;113391.33;109702.66;117080.0;0.32;0.2;0.38;5.16
'Jews'; 'Alexander_the_Great';55;145562.16;113391.33;32170.83;258953.49;0.45;0.11;0.47;5.45
'Ancient_Greece'; 'Alexander_the_Great';2252;43249.33;113391.33;70142.0;156640.66;0.6;0.09;0.23;0.16
'Alexandria_Arachosia'; 'Alexander_the_Great';47;386.0;113391.33;113005.33;113777.33;0.28;0.13;0.38;3.89
'Gog_and_Magog'; 'Alexander_the_Great';329;15648.0;113391.33;97743.33;129039.33;0.35;0.1;0.4;3.6
'Hanging_Gardens_of_Babylon'; 'Alexander_the_Great';46;34483.0;113391.33;78908.33;147874.33;0.38;0.13;0.39;4.77
'Medieval_Greek'; 'Alexander_the_Great';53;2652.67;113391.33;110738.66;116044.0;0.43;0.14;0.39;3.01
'Smyrna'; 'Alexander_the_Great';54;16354.46;113391.33;97036.87;129745.79;0.4;0.15;0.41;4.06
'Parallel_Lives'; 'Alexander_the_Great';111;3724.0;113391.33;109667.33;117115.33;0.33;0.13;0.38;3.57
'Ancient_Macedonians'; 'Alexander_the_Great';90;2908.67;113391.33;110482.66;116300.0;0.6;0.13;0.22;0.65
'Campaspe'; 'Alexander_the_Great';16;775.0;113391.33;112616.33;114166.33;0.28;0.31;0.44;4.19
'Antiochus_IV_Epiphanes'; 'Alexander_the_Great';13;5678.33;113391.33;107713.0;119069.66;0.32;0.88;0.35;2.67
'Mumtaz_(actress)'; 'Alexander_the_Great';54;25494.35;113391.33;87896.98;138885.68;0.14;0.4;0.67;7.16
'Pausanias_of_Orestis'; 'Alexander_the_Great';63;1176.0;113391.33;112215.33;114567.33;0.35;0.33;0.32;1.03
'Macedonians_(Greeks)'; 'Alexander_the_Great';21;1711.71;113391.33;111679.62;115103.04;0.46;0.14;0.37;3.1
'Nader_Shah'; 'Alexander_the_Great';58;6317.33;113391.33;107074.0;119708.66;0.37;0.92;0.39;1.63
'Battle_of_Thebes'; 'Alexander_the_Great';86;722.0;113391.33;112669.33;114113.33;0.53;0.1;0.31;1.13
'Demetrius_I_of_Bactria'; 'Alexander_the_Great';20;1009.0;113391.33;112382.33;114400.33;0.4;0.55;0.32;0.81
'Porus'; 'Alexander_the_Great';650;79116.28;113391.33;34275.05;192507.61;0.43;0.43;0.35;0.21
'Halicarnassus'; 'Alexander_the_Great';36;4468.95;113391.33;108922.38;117860.28;0.39;0.12;0.32;3.24
'Etemenanki'; 'Alexander_the_Great';76;4628.42;113391.33;108762.91;118019.75;0.33;0.15;0.44;4.37
'Babylon'; 'Alexander_the_Great';212;127920.35;113391.33;14529.02;241311.68;0.42;0.13;0.23;1.04
'Nuristanis'; 'Alexander_the_Great';19;1550.53;113391.33;111840.8;114941.86;0.41;0.14;0.41;4.37
'Indus_Valley_Civilisation'; 'Alexander_the_Great';72;36556.33;113391.33;76835.0;149947.66;0.43;0.11;0.41;4.18
'Portrait_of_the_Four_Tetrarchs'; 'Alexander_the_Great';12;1031.0;113391.33;112360.33;114422.33;0.4;0.13;0.52;6.8
'Battle_of_Pydna'; 'Alexander_the_Great';14;1342.0;113391.33;112049.33;114733.33;0.41;0.1;0.37;4.75
'The_School_of_Athens'; 'Alexander_the_Great';68;17743.67;113391.33;95647.66;131135.0;0.43;0.12;0.46;4.45
'Bakshi_Banu_Begum'; 'Alexander_the_Great';11;911.0;113391.33;112480.33;114302.33;0.2;0.46;0.54;5.41
'King_Arthur'; 'Alexander_the_Great';11;56571.0;113391.33;56820.33;169962.33;0.38;0.4;0.55;6.2
'Coenus_(general)'; 'Alexander_the_Great';13;536.28;113391.33;112855.05;113927.61;0.34;0.58;0.31;0.82
'Alexandros_of_Antioch'; 'Alexander_the_Great';25;577.67;113391.33;112813.66;113969.0;0.21;0.42;0.52;3.9
'Nearchus'; 'Alexander_the_Great';17;878.42;113391.33;112512.91;114269.75;0.44;0.35;0.28;0.27
'Khidr'; 'Alexander_the_Great';22;6795.72;113391.33;106595.61;120187.05;0.39;0.33;0.46;3.46
'Xerxes_I'; 'Alexander_the_Great';113;19467.67;113391.33;93923.66;132859.0;0.42;0.55;0.3;1.09
'Maurya_Empire'; 'Alexander_the_Great';253;31107.0;113391.33;82284.33;144498.33;0.47;0.14;0.29;1.23
'Western_world'; 'Alexander_the_Great';10;18175.0;113391.33;95216.33;131566.33;0.55;0.09;0.42;5.58
'Alexander_I_of_Epirus'; 'Alexander_the_Great';72;455.33;113391.33;112936.0;113846.66;0.45;0.53;0.32;0.65
'Roman_portraiture'; 'Alexander_the_Great';12;888.0;113391.33;112503.33;114279.33;0.4;0.1;0.43;5.91
'Hindu_Kush'; 'Alexander_the_Great';50;10905.33;113391.33;102486.0;124296.66;0.38;0.17;0.36;3.33
'Macedonians_(ethnic_group)'; 'Alexander_the_Great';10;3966.33;113391.33;109425.0;117357.66;0.46;0.14;0.48;6.58
'Bible'; 'Alexander_the_Great';18;102622.41;113391.33;10768.92;216013.74;0.47;0.09;0.49;7.86
'Kingdom_of_Armenia_(antiquity)'; 'Alexander_the_Great';29;9013.39;113391.33;104377.94;122404.72;0.4;0.15;0.34;3.47
'Kazakhstan'; 'Alexander_the_Great';49;191619.66;113391.33;78228.33;305010.99;0.38;0.1;0.65;8.99
'Early_Muslim_conquests'; 'Alexander_the_Great';397;7572.0;113391.33;105819.33;120963.33;0.43;0.09;0.37;2.42
'Lists_of_emperors'; 'Alexander_the_Great';23;686.0;113391.33;112705.33;114077.33;0.16;0.6;0.53;3.05
'Napoleon_Crossing_the_Alps'; 'Alexander_the_Great';48;5083.33;113391.33;108308.0;118474.66;0.39;0.17;0.54;5.03
'Greco-Persian_Wars'; 'Alexander_the_Great';54;11774.33;113391.33;101617.0;125165.66;0.42;0.09;0.29;2.71
'Gangaridai'; 'Alexander_the_Great';18;1624.74;113391.33;111766.59;115016.07;0.36;0.19;0.38;4.03
'Cassander'; 'Alexander_the_Great';170;5914.45;113391.33;107476.88;119305.78;0.5;0.92;0.25;3.29
'Sang_Nila_Utama'; 'Alexander_the_Great';39;1244.0;113391.33;112147.33;114635.33;0.27;0.19;0.5;5.31
'Sparta'; 'Alexander_the_Great';19;41844.0;113391.33;71547.33;155235.33;0.47;0.12;0.27;2.19
'Tutankhamun'; 'Alexander_the_Great';14;91936.99;113391.33;21454.34;205328.32;0.41;0.69;0.45;0.0
'Pakistan'; 'Alexander_the_Great';52;386589.38;113391.33;273198.05;499980.71;0.41;0.16;0.58;6.76
'Parysatis_II'; 'Alexander_the_Great';41;1376.33;113391.33;112015.0;114767.66;0.44;0.6;0.34;0.92
'Alexander_Mosaic'; 'Alexander_the_Great';241;2064.33;113391.33;111327.0;115455.66;0.55;0.12;0.37;1.33
'Philip_I_of_Macedon'; 'Alexander_the_Great';18;327.0;113391.33;113064.33;113718.33;0.33;0.52;0.44;1.43
'Ptolemy'; 'Alexander_the_Great';73;43671.68;113391.33;69719.65;157063.01;0.41;0.29;0.37;1.96
'Philip_V_of_Macedon'; 'Alexander_the_Great';43;1320.0;113391.33;112071.33;114711.33;0.47;0.88;0.33;2.45
'Shamsuddin_Ilyas_Shah'; 'Alexander_the_Great';25;393.67;113391.33;112997.66;113785.0;0.17;0.52;0.47;2.75
'Corinthian_War'; 'Alexander_the_Great';58;1773.0;113391.33;111618.33;115164.33;0.44;0.1;0.33;2.42
'Partition_of_Triparadisus'; 'Alexander_the_Great';29;371.33;113391.33;113020.0;113762.66;0.52;0.09;0.32;1.66
'Jauhar'; 'Alexander_the_Great';10;13573.68;113391.33;99817.65;126965.01;0.35;0.43;0.5;4.83
'Seder_Olam_Rabbah'; 'Alexander_the_Great';11;308.33;113391.33;113083.0;113699.66;0.15;0.13;0.46;9.88
'Jewish_diaspora'; 'Alexander_the_Great';13;12331.33;113391.33;101060.0;125722.66;0.44;0.09;0.38;5.93
'Kalanos'; 'Alexander_the_Great';19;398.95;113391.33;112992.38;113790.28;0.5;0.28;0.36;0.99
'Siege_of_Miletus'; 'Alexander_the_Great';13;192.0;113391.33;113199.33;113583.33;0.3;0.09;0.24;3.47
'Susa'; 'Alexander_the_Great';26;11417.09;113391.33;101974.24;124808.42;0.38;0.13;0.26;2.69
'Seleucid–Mauryan_war'; 'Alexander_the_Great';18;5440.74;113391.33;107950.59;118832.07;0.35;0.1;0.34;5.5
'Taxila'; 'Alexander_the_Great';70;21426.67;113391.33;91964.66;134818.0;0.33;0.12;0.33;4.09
'Justinian_I'; 'Alexander_the_Great';14;18485.0;113391.33;94906.33;131876.33;0.42;0.38;0.4;2.24
'Atropatene'; 'Alexander_the_Great';10;1186.78;113391.33;112204.55;114578.11;0.33;0.15;0.38;6.08
'Ashkenazi_Jews'; 'Alexander_the_Great';130;59743.67;113391.33;53647.66;173135.0;0.4;0.11;0.48;4.93
'Battle_of_Megalopolis'; 'Alexander_the_Great';30;410.33;113391.33;112981.0;113801.66;0.39;0.1;0.35;3.17
'Marcus_Aurelius'; 'Alexander_the_Great';23;41067.67;113391.33;72323.66;154459.0;0.31;0.56;0.38;0.89
'Babylonian_astronomical_diaries'; 'Alexander_the_Great';14;190.0;113391.33;113201.33;113581.33;0.24;0.2;0.5;6.08
'Amyntas_III_of_Macedon'; 'Alexander_the_Great';27;706.67;113391.33;112684.66;114098.0;0.37;0.52;0.32;0.33
'Timeline_of_ancient_history'; 'Alexander_the_Great';43;8971.0;113391.33;104420.33;122362.33;0.23;0.09;0.34;6.69
'Heidelberg_United_FC'; 'Alexander_the_Great';20;911.67;113391.33;112479.66;114303.0;0.4;0.09;0.78;8.36
'Rabbinic_Judaism'; 'Alexander_the_Great';24;3367.0;113391.33;110024.33;116758.33;0.37;0.09;0.45;6.2
'Wars_of_Alexander_the_Great'; 'Alexander_the_Great';1212;6170.67;113391.33;107220.66;119562.0;0.86;0.1;0.17;1.94
'Pankration'; 'Alexander_the_Great';14;9937.89;113391.33;103453.44;123329.22;0.42;0.08;0.47;7.84
'White_people'; 'Alexander_the_Great';23;25374.33;113391.33;88017.0;138765.66;0.5;0.13;0.58;6.69
'Hera'; 'Alexander_the_Great';11;55810.83;113391.33;57580.5;169202.16;0.36;0.08;0.37;9.2
'Pteruges'; 'Alexander_the_Great';11;931.05;113391.33;112460.28;114322.38;0.2;0.17;0.49;9.5
'Ptolemy_II_Philadelphus'; 'Alexander_the_Great';128;2491.33;113391.33;110900.0;115882.66;0.38;0.88;0.31;1.94
'Ada_of_Caria'; 'Alexander_the_Great';30;375.0;113391.33;113016.33;113766.33;0.37;0.28;0.36;1.79
'Bagoas_(courtier)'; 'Alexander_the_Great';80;2173.08;113391.33;111218.25;115564.41;0.31;0.35;0.35;1.53
'Ptolemaic_dynasty'; 'Alexander_the_Great';345;7869.0;113391.33;105522.33;121260.33;0.25;0.16;0.29;2.7
'Polyperchon'; 'Alexander_the_Great';16;586.84;113391.33;112804.49;113978.17;0.36;0.63;0.3;1.43
'Thaïs'; 'Alexander_the_Great';42;3160.0;113391.33;110231.33;116551.33;0.39;0.31;0.39;2.02
'Zoroastrianism'; 'Alexander_the_Great';36;273735.43;113391.33;160344.1;387126.76;0.42;0.08;0.3;4.03
'Prem_Chopra'; 'Alexander_the_Great';45;7896.67;113391.33;105494.66;121288.0;0.21;0.42;0.68;5.85
'Alexander_IV_of_Macedon'; 'Alexander_the_Great';1163;5390.0;113391.33;108001.33;118781.33;0.55;0.88;0.25;2.4
'25th_Golden_Raspberry_Awards'; 'Alexander_the_Great';18;397.67;113391.33;112993.66;113789.0;0.22;0.1;0.47;7.77
'Samaritan_High_Priest'; 'Alexander_the_Great';14;228.67;113391.33;113162.66;113620.0;0.16;0.42;0.62;5.65
'Cleopatra_of_Macedon'; 'Alexander_the_Great';315;1458.33;113391.33;111933.0;114849.66;0.43;0.52;0.29;0.71
'Colin_Farrell'; 'Alexander_the_Great';204;62330.0;113391.33;51061.33;175721.33;0.33;0.33;0.6;4.15
'Euclid'; 'Alexander_the_Great';20;49198.21;113391.33;64193.12;162589.54;0.25;0.3;0.43;6.3
'Bucephalus'; 'Alexander_the_Great';316;10715.04;113391.33;102676.29;124106.37;0.42;0.2;0.33;1.44
'Julius_Caesar'; 'Alexander_the_Great';207;136828.33;113391.33;23437.0;250219.66;0.42;0.39;0.31;0.07
'Ecbatana'; 'Alexander_the_Great';11;2636.32;113391.33;110755.01;116027.65;0.38;0.13;0.35;5.22
'Macedonia_(ancient_kingdom)'; 'Alexander_the_Great';3406;13335.0;113391.33;100056.33;126726.33;0.63;0.14;0.15;1.37
'Sogdian_Rock'; 'Alexander_the_Great';34;487.0;113391.33;112904.33;113878.33;0.43;0.09;0.26;1.67
'Ammon'; 'Alexander_the_Great';26;9480.36;113391.33;103910.97;122871.69;0.35;0.14;0.41;5.62
'Beas_River'; 'Alexander_the_Great';42;3067.0;113391.33;110324.33;116458.33;0.25;0.15;0.38;5.24
'Arrian'; 'Alexander_the_Great';38;2946.84;113391.33;110444.49;116338.17;0.47;0.41;0.25;1.4
'Olympias'; 'Alexander_the_Great';447;11878.07;113391.33;101513.26;125269.4;0.47;0.35;0.24;0.78
'Temenus'; 'Alexander_the_Great';13;451.05;113391.33;112940.28;113842.38;0.32;0.55;0.4;0.98
'Sasanian_Empire'; 'Alexander_the_Great';32;15744.67;113391.33;97646.66;129136.0;0.52;0.14;0.28;1.06
'Nubians'; 'Alexander_the_Great';11;13933.08;113391.33;99458.25;127324.41;0.35;0.13;0.51;10.06
'Paul_the_Apostle'; 'Alexander_the_Great';47;47805.33;113391.33;65586.0;161196.66;0.46;0.28;0.42;2.54
'Pergamon'; 'Alexander_the_Great';14;12002.33;113391.33;101389.0;125393.66;0.39;0.13;0.32;4.64
'Expeditionary_warfare'; 'Alexander_the_Great';16;2500.0;113391.33;110891.33;115891.33;0.19;0.1;0.58;12.21
'Early_Christianity'; 'Alexander_the_Great';45;9317.0;113391.33;104074.33;122708.33;0.54;0.11;0.43;3.2
'Ancient_history_of_Cyprus'; 'Alexander_the_Great';10;714.0;113391.33;112677.33;114105.33;0.5;0.11;0.36;3.4
'Antakya'; 'Alexander_the_Great';10;4586.86;113391.33;108804.47;117978.19;0.29;0.12;0.46;10.17
'Constantine_XI_Palaiologos'; 'Alexander_the_Great';25;6341.0;113391.33;107050.33;119732.33;0.37;0.52;0.45;1.58
'Kingdom_of_Judah'; 'Alexander_the_Great';56;9900.67;113391.33;103490.66;123292.0;0.43;0.16;0.4;3.29
'Mike_Tyson'; 'Alexander_the_Great';66;112527.67;113391.33;863.66;225919.0;0.28;0.31;0.81;8.25
'Xenophon'; 'Alexander_the_Great';47;18908.47;113391.33;94482.86;132299.8;0.39;0.33;0.31;0.9
'Personal_relationships_of_Alexander_the_Great'; 'Alexander_the_Great';186;2858.67;113391.33;110532.66;116250.0;0.76;0.13;0.31;0.35
'Basil_II'; 'Alexander_the_Great';16;5437.0;113391.33;107954.33;118828.33;0.42;0.71;0.4;1.04
'Craterus'; 'Alexander_the_Great';49;1291.81;113391.33;112099.52;114683.14;0.35;0.56;0.26;1.23
'Thessaloniki'; 'Alexander_the_Great';152;52269.42;113391.33;61121.91;165660.75;0.41;0.13;0.48;4.4
'Shade_(mythology)'; 'Alexander_the_Great';12;3235.14;113391.33;110156.19;116626.47;0.31;0.08;0.54;10.76
'Late_Period_of_ancient_Egypt'; 'Alexander_the_Great';54;1578.67;113391.33;111812.66;114970.0;0.41;0.09;0.4;3.62
'Molossus_(dog)'; 'Alexander_the_Great';23;10524.35;113391.33;102866.98;123915.68;0.25;0.11;0.43;8.69
'Indo-Greek_Kingdom'; 'Alexander_the_Great';46;6086.67;113391.33;107304.66;119478.0;0.55;0.16;0.28;0.43
'Greek_language'; 'Alexander_the_Great';27;33537.33;113391.33;79854.0;146928.66;0.41;0.14;0.42;5.39
'Lamian_War'; 'Alexander_the_Great';28;577.67;113391.33;112813.66;113969.0;0.42;0.1;0.33;2.8
'King_of_Kings'; 'Alexander_the_Great';34;3372.67;113391.33;110018.66;116764.0;0.45;0.61;0.36;0.91
'Hannibal'; 'Alexander_the_Great';2215;71440.18;113391.33;41951.15;184831.51;0.42;0.49;0.37;0.12
'Caligula'; 'Alexander_the_Great';110;103439.82;113391.33;9951.51;216831.15;0.25;0.35;0.4;3.31
'Ottoman_Empire'; 'Alexander_the_Great';24;110203.33;113391.33;3188.0;223594.66;0.43;0.14;0.52;7.49
'Nanda_Empire'; 'Alexander_the_Great';89;7291.33;113391.33;106100.0;120682.66;0.33;0.14;0.36;3.65
'Antipater'; 'Alexander_the_Great';105;3927.56;113391.33;109463.77;117318.89;0.48;0.6;0.25;2.14
'Turkish_people'; 'Alexander_the_Great';11;11590.67;113391.33;101800.66;124982.0;0.38;0.13;0.46;8.35
'Siege_of_Pelium'; 'Alexander_the_Great';17;304.33;113391.33;113087.0;113695.66;0.51;0.09;0.32;2.03
'Second_War_of_the_Diadochi'; 'Alexander_the_Great';12;109.33;113391.33;113282.0;113500.66;0.33;0.09;0.31;3.96
'Persepolis'; 'Alexander_the_Great';259;29453.68;113391.33;83937.65;142845.01;0.46;0.12;0.3;1.6
'Roman_Empire'; 'Alexander_the_Great';110;87631.33;113391.33;25760.0;201022.66;0.57;0.14;0.35;1.52
'Ashoka'; 'Alexander_the_Great';20;109081.82;113391.33;4309.51;222473.15;0.34;0.55;0.35;0.11
'Battle_of_Thermopylae'; 'Alexander_the_Great';101;32616.67;113391.33;80774.66;146008.0;0.48;0.09;0.34;2.62
'Perdiccas_I_of_Macedon'; 'Alexander_the_Great';17;307.33;113391.33;113084.0;113698.66;0.36;0.52;0.41;0.89
'Ptolemy_I_Soter'; 'Alexander_the_Great';1392;11266.0;113391.33;102125.33;124657.33;0.44;0.63;0.2;2.03
'Sam_Heughan'; 'Alexander_the_Great';75;85451.0;113391.33;27940.33;198842.33;0.19;0.33;0.82;8.79
'Claire_Bloom'; 'Alexander_the_Great';11;7366.33;113391.33;106025.0;120757.66;0.34;0.39;0.57;6.18
'Invasions_of_Afghanistan'; 'Alexander_the_Great';94;1750.0;113391.33;111641.33;115141.33;0.44;0.08;0.39;2.94
'Attila'; 'Alexander_the_Great';20;74627.68;113391.33;38763.65;188019.01;0.39;0.85;0.45;1.19
'Roman_Republic'; 'Alexander_the_Great';118;30949.67;113391.33;82441.66;144341.0;0.58;0.16;0.27;0.0
'Land_of_Darkness'; 'Alexander_the_Great';15;225.33;113391.33;113166.0;113616.66;0.29;0.22;0.47;4.86
'Phoenicia'; 'Alexander_the_Great';79;62824.58;113391.33;50566.75;176215.91;0.46;0.13;0.3;2.04
'Patroclus'; 'Alexander_the_Great';108;15183.33;113391.33;98208.0;128574.66;0.24;0.43;0.44;2.66
'Hypereides'; 'Alexander_the_Great';11;468.95;113391.33;112922.38;113860.28;0.35;0.35;0.39;2.53
'Pythagoras'; 'Alexander_the_Great';14;87095.83;113391.33;26295.5;200487.16;0.29;0.28;0.37;5.7
'Gedrosia'; 'Alexander_the_Great';20;1331.58;113391.33;112059.75;114722.91;0.4;0.22;0.33;2.24
'Cleopatra'; 'Alexander_the_Great';22745;189619.3;113391.33;76227.97;303010.63;0.33;0.78;0.33;0.78
'Alexander_(2004_film)'; 'Alexander_the_Great';1089;11083.33;113391.33;102308.0;124474.66;0.6;0.11;0.3;0.43
'Battle_of_Leuctra'; 'Alexander_the_Great';33;3423.0;113391.33;109968.33;116814.33;0.39;0.1;0.34;3.79
'Nero'; 'Alexander_the_Great';11;124132.46;113391.33;10741.13;237523.79;0.35;0.33;0.39;4.68
'Jewish_history'; 'Alexander_the_Great';14;8977.67;113391.33;104413.66;122369.0;0.46;0.09;0.4;5.63
'Seleucus_I_Nicator'; 'Alexander_the_Great';368;8152.0;113391.33;105239.33;121543.33;0.37;0.63;0.21;1.99
'Skanderbeg'; 'Alexander_the_Great';65;21916.57;113391.33;91474.76;135307.9;0.35;0.74;0.51;0.73
'Judea'; 'Alexander_the_Great';30;16900.0;113391.33;96491.33;130291.33;0.39;0.12;0.36;4.56
'Khewra_Salt_Mine'; 'Alexander_the_Great';37;2521.0;113391.33;110870.33;115912.33;0.25;0.16;0.47;6.21
'Alexandria'; 'Alexander_the_Great';2656;56390.27;113391.33;57001.06;169781.6;0.44;0.12;0.35;1.75